t,a
1533835490.2647684 ,1.0032999515533447
1533835490.3766887 ,1.0174343585968018
1533835490.4884334 ,1.0169469118118286
1533835490.6002421 ,1.0069553852081299
1533835490.7119987 ,0.988434374332428
1533835490.8237295 ,0.984535276889801
1533835490.9354453 ,0.9360396265983582
1533835491.047163 ,0.984535276889801
1533835491.1588652 ,0.9820983409881592
1533835491.2706084 ,1.0001319646835327
1533835491.3823936 ,1.0140225887298584
1533835491.494125 ,1.0357115268707275
1533835491.60583 ,1.012073040008545
1533835491.717534 ,0.9957453608512878
1533835491.8292506 ,0.9691823720932007
1533835491.9409888 ,0.9923335909843445
1533835492.052792 ,0.9998881816864014
1533835492.1645415 ,1.0020813941955566
1533835492.276296 ,1.0042747259140015
1533835492.3880785 ,1.0452157258987427
1533835492.4997885 ,1.0184091329574585
1533835492.6114697 ,1.0240141153335571
1533835492.72315 ,1.0057368278503418
1533835492.8348603 ,1.0035436153411865
1533835492.9465659 ,0.9867285490036011
1533835493.0582569 ,0.9686949253082275
1533835493.1699302 ,0.9801487326622009
1533835493.2816894 ,1.0242578983306885
1533835493.3934608 ,1.0342494249343872
1533835493.505111 ,1.0030561685562134
1533835493.6223347 ,0.9803923964500427
1533835493.7395318 ,0.9691823720932007
1533835493.8566482 ,0.999400794506073
1533835493.9737012 ,1.0015939474105835
1533835494.0907464 ,0.9548042416572571
1533835494.207782 ,0.9669890999794006
1533835494.3250144 ,1.0186527967453003
1533835494.4420593 ,1.0193839073181152
1533835494.5591395 ,0.973325252532959
1533835494.6762319 ,1.0530141592025757
1533835494.7933304 ,1.0284007787704468
1533835494.910433 ,1.0125603675842285
1533835495.027578 ,0.9933083653450012
1533835495.144718 ,1.0340057611465454
1533835495.2618546 ,1.0203588008880615
1533835495.3790412 ,0.9867285490036011
1533835495.4961488 ,0.9799050092697144
1533835495.613195 ,1.030106544494629
1533835495.7302756 ,1.0145100355148315
1533835495.847388 ,0.9850226640701294
1533835495.9644287 ,1.0227956771850586
1533835496.08147 ,1.000862956047058
1533835496.1985054 ,0.9937956929206848
1533835496.315733 ,0.9747873544692993
1533835496.4328334 ,0.9986696839332581
1533835496.5500188 ,1.0284007787704468
1533835496.6672204 ,1.0064680576324463
1533835496.7843192 ,0.9918461441993713
1533835496.901413 ,1.0198713541030884
1533835497.0184662 ,1.0174343585968018
1533835497.1355236 ,1.0037872791290283
1533835497.252678 ,1.021089792251587
1533835497.3698778 ,1.029375433921814
1533835497.4870038 ,0.9996444582939148
1533835497.604046 ,1.0452157258987427
1533835497.7211332 ,1.0245015621185303
1533835497.8383813 ,1.0167032480239868
1533835497.955591 ,0.9923335909843445
1533835498.0728095 ,0.9967200756072998
1533835498.1899354 ,0.9930647015571594
1533835498.3070579 ,0.9989133477210999
1533835498.424199 ,0.9955016374588013
1533835498.5412712 ,0.9689386487007141
1533835498.658321 ,0.9996444582939148
1533835498.7754426 ,0.9972074627876282
1533835498.892521 ,0.9406698346138
1533835499.009641 ,0.9762495756149292
1533835499.1267045 ,1.0050058364868164
1533835499.2437549 ,1.0208460092544556
1533835499.3609662 ,0.9723504185676575
1533835499.4782302 ,1.0096360445022583
1533835499.5954926 ,1.0325435400009155
1533835499.712612 ,0.9462748765945435
1533835499.8297007 ,0.9869722723960876
1533835499.9467685 ,1.0191402435302734
1533835500.0637896 ,1.0110981464385986
1533835500.1808188 ,0.9855100512504578
1533835500.297992 ,0.9808798432350159
1533835500.4151576 ,1.0040310621261597
1533835500.5322597 ,0.9523673057556152
1533835500.649298 ,0.973325252532959
1533835500.7663543 ,1.0322998762130737
1533835500.8834333 ,1.015241026878357
1533835501.0004613 ,0.9589471220970154
1533835501.1176825 ,0.9762495756149292
1533835501.2347994 ,1.006224274635315
1533835501.3520105 ,1.1017534732818604
1533835501.4691336 ,0.9835605025291443
1533835501.5861547 ,1.0535014867782593
1533835501.7031872 ,1.0408293008804321
1533835501.8208413 ,1.013778805732727
1533835501.9379888 ,0.9981822967529297
1533835502.0549874 ,1.029375433921814
1533835502.172025 ,1.013778805732727
1533835502.2891533 ,1.0093923807144165
1533835502.406369 ,1.0413166284561157
1533835502.5257342 ,1.0252326726913452
1533835502.6429017 ,1.000862956047058
1533835502.7600093 ,0.9721066951751709
1533835502.8771267 ,1.0084174871444702
1533835502.9943027 ,1.0149974822998047
1533835503.111389 ,0.9864848256111145
1533835503.228444 ,0.9613840579986572
1533835503.3457005 ,1.0201150178909302
1533835503.4628308 ,0.9906277060508728
1533835503.579933 ,0.9735689163208008
1533835503.696969 ,1.0115855932235718
1533835503.8140523 ,1.0206023454666138
1533835503.9312313 ,0.9769806265830994
1533835504.048377 ,0.9796612858772278
1533835504.1655378 ,1.030106544494629
1533835504.2826974 ,1.039610743522644
1533835504.3999057 ,0.9925772547721863
1533835504.5169566 ,1.0191402435302734
1533835504.6339893 ,1.0179216861724854
1533835504.7510679 ,0.9989133477210999
1533835504.8681474 ,0.9601655602455139
1533835504.9852114 ,0.9986696839332581
1533835505.1022537 ,1.0198713541030884
1533835505.2192767 ,0.9833167791366577
1533835505.3365173 ,0.9657706022262573
1533835505.4536872 ,1.0035436153411865
1533835505.570977 ,1.0018377304077148
1533835505.688115 ,0.9757621884346008
1533835505.8052273 ,0.9894092082977295
1533835505.9223754 ,1.0259637832641602
1533835506.0394645 ,0.999400794506073
1533835506.15649 ,0.9959890246391296
1533835506.2736099 ,1.017678141593933
1533835506.3908038 ,1.012073040008545
1533835506.5077858 ,1.012073040008545
1533835506.6248155 ,1.0052495002746582
1533835506.7418625 ,1.0245015621185303
1533835506.8589706 ,1.0193839073181152
1533835506.9760215 ,1.02303946018219
1533835507.093235 ,0.9972074627876282
1533835507.210378 ,1.019627571105957
1533835507.3275726 ,0.9898965954780579
1533835507.4447286 ,0.9706445932388306
1533835507.561793 ,0.9850226640701294
1533835507.6788387 ,1.0001319646835327
1533835507.7906299 ,0.9986696839332581
1533835507.9023697 ,0.9840478897094727
1533835508.0140874 ,0.9908714294433594
1533835508.125785 ,0.9952579140663147
1533835508.2374585 ,1.0425350666046143
1533835508.3492699 ,1.0093923807144165
1533835508.4610121 ,1.0054932832717896
1533835508.5781608 ,0.9981822967529297
1533835508.6952896 ,0.9721066951751709
1533835508.812483 ,1.0035436153411865
1533835508.9295983 ,1.016459584236145
1533835509.0466833 ,0.9886780977249146
1533835509.1637468 ,0.9781991243362427
1533835509.2808926 ,0.999400794506073
1533835509.3980608 ,1.0076864957809448
1533835509.515192 ,0.9976949095726013
1533835509.6322496 ,0.9721066951751709
1533835509.749371 ,1.0191402435302734
1533835509.8666098 ,1.0169469118118286
1533835509.9836411 ,0.9781991243362427
1533835510.100846 ,1.0149974822998047
1533835510.2179732 ,1.008173942565918
1533835510.3352084 ,1.0140225887298584
1533835510.45248 ,0.9991570711135864
1533835510.5695426 ,1.01134192943573
1533835510.6865788 ,1.025476336479187
1533835510.803671 ,0.988434374332428
1533835510.9207554 ,0.9740563035011292
1533835511.0378175 ,1.02303946018219
1533835511.154862 ,1.0108546018600464
1533835511.2720032 ,0.9548042416572571
1533835511.3891742 ,0.9711319208145142
1533835511.506189 ,1.0303502082824707
1533835511.6233885 ,0.9484680891036987
1533835511.7405212 ,0.9657706022262573
1533835511.8576376 ,1.0439972877502441
1533835511.9747295 ,1.0135352611541748
1533835512.09187 ,0.9640647172927856
1533835512.208906 ,0.9779554605484009
1533835512.3260922 ,1.019627571105957
1533835512.4432933 ,0.9604092836380005
1533835512.5602722 ,0.9879470467567444
1533835512.6773055 ,1.0425350666046143
1533835512.7944005 ,1.0381486415863037
1533835512.9114742 ,0.9416446089744568
1533835513.0310934 ,0.9587033987045288
1533835513.1483073 ,1.0332746505737305
1533835513.2654843 ,1.0188965797424316
1533835513.3826675 ,0.9713756442070007
1533835513.5002415 ,0.9867285490036011
1533835513.6173062 ,1.0108546018600464
1533835513.7343419 ,0.9972074627876282
1533835513.8514493 ,0.9764932990074158
1533835513.9686182 ,0.9918461441993713
1533835514.0856647 ,1.0349805355072021
1533835514.2026963 ,0.9976949095726013
1533835514.3198533 ,0.9857537150382996
1533835514.437021 ,1.0410728454589844
1533835514.5540946 ,1.0181653499603271
1533835514.6712272 ,0.9840478897094727
1533835514.7883422 ,0.9979385733604431
1533835514.9055288 ,1.0110981464385986
1533835515.0226154 ,1.000862956047058
1533835515.1396713 ,0.9657706022262573
1533835515.2567918 ,0.9996444582939148
1533835515.3740275 ,1.0050058364868164
1533835515.4911416 ,0.9869722723960876
1533835515.608183 ,0.9740563035011292
1533835515.725337 ,0.9969637989997864
1533835515.8425527 ,1.0181653499603271
1533835515.959626 ,0.9945268034934998
1533835516.0768282 ,0.9747873544692993
1533835516.1939466 ,1.029375433921814
1533835516.3110917 ,1.0142662525177002
1533835516.4282513 ,0.9604092836380005
1533835516.545347 ,1.0086612701416016
1533835516.6623378 ,1.017678141593933
1533835516.7795172 ,0.9565101265907288
1533835516.8966553 ,0.988434374332428
1533835517.0137408 ,1.0079301595687866
1533835517.1307814 ,1.0386359691619873
1533835517.2478366 ,0.9881907105445862
1533835517.365192 ,0.9803923964500427
1533835517.4824522 ,1.0381486415863037
1533835517.5996811 ,1.0057368278503418
1533835517.7168083 ,0.9667453765869141
1533835517.8339179 ,1.026938557624817
1533835517.9510143 ,1.0259637832641602
1533835518.0681572 ,0.9501740336418152
1533835518.1851923 ,0.9443252682685852
1533835518.3023362 ,1.0198713541030884
1533835518.419502 ,1.0188965797424316
1533835518.5366178 ,0.9611403942108154
1533835518.6536455 ,1.0218209028244019
1533835518.7707002 ,1.0145100355148315
1533835518.887752 ,0.9618715047836304
1533835519.00481 ,0.9738126397132874
1533835519.1220267 ,1.0581316947937012
1533835519.2391534 ,1.0561821460723877
1533835519.3563783 ,0.999400794506073
1533835519.4734924 ,0.9738126397132874
1533835519.5905316 ,1.0410728454589844
1533835519.7075853 ,1.034493088722229
1533835519.824599 ,0.9862411618232727
1533835519.9416897 ,1.0149974822998047
1533835520.0587626 ,1.0125603675842285
1533835520.175806 ,1.0286444425582886
1533835520.2929595 ,0.9645521640777588
1533835520.4101207 ,0.9962327480316162
1533835520.527103 ,1.0193839073181152
1533835520.6443243 ,0.9901403188705444
1533835520.7615476 ,0.9747873544692993
1533835520.8786888 ,1.0020813941955566
1533835520.9959111 ,1.0340057611465454
1533835521.1129515 ,0.9998881816864014
1533835521.2300582 ,0.9803923964500427
1533835521.3473039 ,1.0252326726913452
1533835521.4644003 ,1.0123167037963867
1533835521.5815895 ,0.9964764714241028
1533835521.6986992 ,0.9933083653450012
1533835521.8157897 ,1.0276695489883423
1533835521.9328654 ,1.0274258852005005
1533835522.0524554 ,0.9838041663169861
1533835522.1696541 ,1.0089049339294434
1533835522.286833 ,1.0274258852005005
1533835522.4040153 ,0.9923335909843445
1533835522.521117 ,0.9925772547721863
1533835522.6381366 ,1.02157723903656
1533835522.7552197 ,0.9981822967529297
1533835522.8723125 ,0.9791739583015442
1533835522.9893928 ,0.9920898675918579
1533835523.106441 ,1.01719069480896
1533835523.2234652 ,0.9382328391075134
1533835523.34075 ,0.9740563035011292
1533835523.4578907 ,1.0498460531234741
1533835523.5750952 ,1.0110981464385986
1533835523.6922464 ,0.9611403942108154
1533835523.8093529 ,0.9850226640701294
1533835523.926435 ,1.0135352611541748
1533835524.0435448 ,0.9396950602531433
1533835524.1605897 ,0.9633336067199707
1533835524.2776937 ,1.0583754777908325
1533835524.394835 ,1.0291317701339722
1533835524.5119383 ,0.9667453765869141
1533835524.6289923 ,0.9745436906814575
1533835524.7460618 ,1.025476336479187
1533835524.8631494 ,1.0266947746276855
1533835524.9802008 ,0.9772243499755859
1533835525.0974178 ,1.010123372077942
1533835525.2150474 ,1.030593991279602
1533835525.3323345 ,0.9484680891036987
1533835525.4494896 ,0.9916024804115295
1533835525.5664532 ,1.0349805355072021
1533835525.6834908 ,1.0071990489959717
1533835525.8005912 ,0.9677202105522156
1533835525.9176996 ,0.9713756442070007
1533835526.0347571 ,1.0201150178909302
1533835526.1518066 ,0.9389639496803284
1533835526.2689435 ,0.9635773301124573
1533835526.3861787 ,1.0369300842285156
1533835526.5032835 ,1.01719069480896
1533835526.620511 ,0.9677202105522156
1533835526.7376366 ,0.9611403942108154
1533835526.854763 ,1.0052495002746582
1533835526.9718657 ,0.9377454519271851
1533835527.0889173 ,0.9621151685714722
1533835527.2059562 ,1.0425350666046143
1533835527.3231385 ,1.013778805732727
1533835527.440343 ,0.9672328233718872
1533835527.5574331 ,0.9713756442070007
1533835527.6744776 ,1.01572847366333
1533835527.7915502 ,1.040341854095459
1533835527.908625 ,0.9777117371559143
1533835528.0256784 ,0.9764932990074158
1533835528.142872 ,1.0288881063461304
1533835528.2601264 ,1.0408293008804321
1533835528.3773437 ,0.994283139705658
1533835528.4944696 ,1.0042747259140015
1533835528.6115067 ,1.038392186164856
1533835528.728598 ,1.0103671550750732
1533835528.8458161 ,0.9755184650421143
1533835528.962912 ,0.9974511861801147
1533835529.079968 ,1.0142662525177002
1533835529.1970074 ,0.9855100512504578
1533835529.3141334 ,0.9552916288375854
1533835529.4313524 ,1.0015939474105835
1533835529.54845 ,1.0074427127838135
1533835529.665652 ,0.9747873544692993
1533835529.7828317 ,0.9752748012542725
1533835529.8999317 ,0.999400794506073
1533835530.0169888 ,1.000375509262085
1533835530.134015 ,0.9859974384307861
1533835530.2510655 ,0.9799050092697144
1533835530.368262 ,1.029375433921814
1533835530.4852989 ,1.0154846906661987
1533835530.602455 ,0.9762495756149292
1533835530.7195327 ,1.0084174871444702
1533835530.8367376 ,1.0291317701339722
1533835530.9540346 ,0.9423757195472717
1533835531.0723372 ,0.9774680733680725
1533835531.189558 ,1.0498460531234741
1533835531.306826 ,1.0374175310134888
1533835531.4239938 ,0.9708882570266724
1533835531.5411808 ,1.0410728454589844
1533835531.6582227 ,1.0444847345352173
1533835531.7752998 ,0.9516361951828003
1533835531.892495 ,0.9626024961471558
1533835532.0095708 ,1.0130478143692017
1533835532.1266067 ,1.021089792251587
1533835532.2436416 ,0.9613840579986572
1533835532.3609746 ,0.9599218368530273
1533835532.478093 ,1.015241026878357
1533835532.5952578 ,0.9499303102493286
1533835532.7124345 ,0.9621151685714722
1533835532.829531 ,1.0386359691619873
1533835532.9466264 ,1.0184091329574585
1533835533.063632 ,0.990384042263031
1533835533.180666 ,0.9572411775588989
1533835533.2977974 ,1.0069553852081299
1533835533.4149528 ,1.0508208274841309
1533835533.5320482 ,0.9830730557441711
1533835533.6490822 ,1.0374175310134888
1533835533.7662053 ,1.0410728454589844
1533835533.883285 ,1.0191402435302734
1533835534.0003264 ,0.9779554605484009
1533835534.1175382 ,1.008173942565918
1533835534.2346761 ,1.0118293762207031
1533835534.3519099 ,1.0015939474105835
1533835534.46902 ,0.9677202105522156
1533835534.5861413 ,0.9998881816864014
1533835534.703187 ,1.02157723903656
1533835534.8203797 ,0.9869722723960876
1533835534.9374766 ,0.9623588919639587
1533835535.0545628 ,0.9950142502784729
1533835535.1715934 ,1.010123372077942
1533835535.2887282 ,0.988434374332428
1533835535.4058871 ,0.958459734916687
1533835535.5229905 ,1.0159721374511719
1533835535.64019 ,1.0149974822998047
1533835535.75735 ,0.9443252682685852
1533835535.874442 ,0.9986696839332581
1533835535.9915357 ,1.0193839073181152
1533835536.1085951 ,1.021089792251587
1533835536.2256713 ,0.9794176816940308
1533835536.3428721 ,1.01134192943573
1533835536.4600313 ,1.0386359691619873
1533835536.577058 ,0.9455438256263733
1533835536.6940901 ,0.9833167791366577
1533835536.8112683 ,1.039610743522644
1533835536.928848 ,1.0191402435302734
1533835537.0459485 ,0.9660142660140991
1533835537.1631598 ,0.9494429230690002
1533835537.2803867 ,1.0259637832641602
1533835537.39758 ,0.956266462802887
1533835537.5147388 ,0.9652832746505737
1533835537.6318064 ,0.9601655602455139
1533835537.7488585 ,1.0079301595687866
1533835537.8659582 ,0.9811235070228577
1533835537.9830172 ,0.955535352230072
1533835538.1000595 ,1.015241026878357
1533835538.217087 ,1.0337620973587036
1533835538.3342614 ,0.9613840579986572
1533835538.4514258 ,0.9825856685638428
1533835538.5712237 ,1.0476528406143188
1533835538.6884167 ,1.0028126239776611
1533835538.8055615 ,0.9908714294433594
1533835538.9226615 ,1.0115855932235718
1533835539.0397449 ,1.017678141593933
1533835539.15682 ,1.0110981464385986
1533835539.273916 ,0.9857537150382996
1533835539.3911297 ,1.0013504028320312
1533835539.5082648 ,1.0271822214126587
1533835539.6255138 ,0.9869722723960876
1533835539.7426805 ,0.9801487326622009
1533835539.8598435 ,0.9989133477210999
1533835539.9769988 ,1.000375509262085
1533835540.0943062 ,0.9745436906814575
1533835540.2115242 ,0.9872159361839294
1533835540.328765 ,1.0035436153411865
1533835540.4460504 ,0.9964764714241028
1533835540.5632248 ,0.9650395512580872
1533835540.6803153 ,1.000862956047058
1533835540.7975166 ,1.0037872791290283
1533835540.9147487 ,0.9360396265983582
1533835541.0319524 ,0.9764932990074158
1533835541.1490319 ,1.010123372077942
1533835541.2661443 ,1.0103671550750732
1533835541.3833938 ,0.9762495756149292
1533835541.5005639 ,1.0028126239776611
1533835541.617802 ,1.029862880706787
1533835541.7349768 ,0.9438378810882568
1533835541.852097 ,0.9894092082977295
1533835541.9692125 ,1.0349805355072021
1533835542.0862937 ,1.01134192943573
1533835542.203357 ,0.9784428477287292
1533835542.3204947 ,0.9684512615203857
1533835542.4377127 ,1.0327872037887573
1533835542.5548704 ,0.9448127150535583
1533835542.6719706 ,0.9540731310844421
1533835542.7891278 ,1.0249888896942139
1533835542.9062726 ,1.010123372077942
1533835543.0233836 ,0.9640647172927856
1533835543.1405842 ,0.9660142660140991
1533835543.2577546 ,1.0096360445022583
1533835543.375004 ,0.9599218368530273
1533835543.4921741 ,0.9684512615203857
1533835543.6092668 ,0.9594345092773438
1533835543.7263703 ,1.0169469118118286
1533835543.8434932 ,0.9862411618232727
1533835543.960579 ,0.982342004776001
1533835544.0776558 ,0.9986696839332581
1533835544.1947277 ,1.0089049339294434
1533835544.3118603 ,0.9859974384307861
1533835544.4290411 ,0.9638210535049438
1533835544.5461712 ,1.000375509262085
1533835544.6633937 ,0.9672328233718872
1533835544.7806065 ,0.9738126397132874
1533835544.8976798 ,0.9928209781646729
1533835545.0147636 ,1.0203588008880615
1533835545.1318278 ,0.9896529316902161
1533835545.2489092 ,0.9872159361839294
1533835545.3661416 ,1.0093923807144165
1533835545.4832752 ,1.0296192169189453
1533835545.6003757 ,0.9998881816864014
1533835545.7174833 ,0.9813672304153442
1533835545.8346107 ,0.9996444582939148
1533835545.9517102 ,1.006224274635315
1533835546.0687835 ,1.000375509262085
1533835546.185985 ,0.9801487326622009
1533835546.303202 ,1.0154846906661987
1533835546.4204988 ,1.0071990489959717
1533835546.5376399 ,0.9365270137786865
1533835546.6547384 ,0.999400794506073
1533835546.7718763 ,1.0025688409805298
1533835546.8888695 ,1.0011066198349
1533835547.0059552 ,0.9735689163208008
1533835547.123026 ,1.0020813941955566
1533835547.240097 ,1.0115855932235718
1533835547.3573453 ,0.9967200756072998
1533835547.474513 ,0.9772243499755859
1533835547.5919116 ,1.0025688409805298
1533835547.7090542 ,1.0149974822998047
1533835547.8261282 ,0.9557790756225586
1533835547.94319 ,0.9828293919563293
1533835548.0602424 ,1.0223082304000854
1533835548.1772683 ,0.9699134826660156
1533835548.2943928 ,0.9867285490036011
1533835548.4115605 ,1.0032999515533447
1533835548.5286345 ,1.0281569957733154
1533835548.6461616 ,0.9679639339447021
1533835548.7632596 ,0.9969637989997864
1533835548.8803432 ,1.0391234159469604
1533835548.9974265 ,1.0162159204483032
1533835549.1145482 ,0.9750310778617859
